,x,y,total energy,kinetic energy
0,0.7552087201092559,2.4959842047537606,-1.0446099089,1.0672239
1,0.7551912677028186,2.494984357058604,-1.0446049805,1.0672439
2,0.7552087201092559,2.493984509363448,-1.0446098070,1.0672472
3,0.7552087201092559,2.492984509363448,-1.0446097942,1.0672590
4,0.7552261725156931,2.4919846616682912,-1.0446146167,1.0672623
5,0.7552261725156931,2.490984661668292,-1.0446145589,1.0672740
6,0.7552261725156931,2.4899846616682915,-1.0446144982,1.0672858
7,0.7552087201092559,2.488984813973135,-1.0446095575,1.0673060
8,0.7552087201092559,2.487984813973135,-1.0446094931,1.0673178
9,0.7552087201092559,2.486984813973135,-1.0446094266,1.0673297
10,0.7552087201092559,2.485984813973136,-1.0446093580,1.0673416
11,0.7552087201092559,2.4849848139731354,-1.0446092872,1.0673535
12,0.7552261725156931,2.483984966277979,-1.0446140935,1.0673571
13,0.7552261725156931,2.482984966277979,-1.0446140184,1.0673691
14,0.7552261725156931,2.481984966277979,-1.0446139411,1.0673811
15,0.7552261725156931,2.48098496627798,-1.0446141382,1.0673938
16,0.7552261725156931,2.47998496627798,-1.0446140562,1.0674059
17,0.7552261725156931,2.4789849662779795,-1.0446139720,1.0674180
18,0.7552261725156931,2.47798496627798,-1.0446138855,1.0674301
19,0.7552261725156931,2.47698496627798,-1.0446137968,1.0674423
20,0.7552261725156931,2.47598496627798,-1.0446148486,1.0674543
21,0.7552261725156931,2.47498496627798,-1.0446147616,1.0674665
22,0.7552261725156931,2.47398496627798,-1.0446146722,1.0674788
23,0.7552261725156931,2.47298496627798,-1.0446145806,1.0674911
24,0.7552261725156931,2.4719849662779803,-1.0446144866,1.0675034
25,0.7552261725156931,2.4709849662779804,-1.0446143903,1.0675158
26,0.7552261725156931,2.4699849662779805,-1.0446142917,1.0675282
27,0.7552261725156931,2.4689849662779806,-1.0446141907,1.0675406
28,0.7552436249221304,2.467985118582824,-1.0446189682,1.0675447
29,0.7552436249221304,2.466985118582824,-1.0446188625,1.0675571
30,0.7552436249221304,2.4659851185828243,-1.0446187544,1.0675697
31,0.7552436249221304,2.4649851185828244,-1.0446186439,1.0675822
32,0.7552436249221304,2.4639851185828245,-1.0446185311,1.0675948
33,0.7552436249221304,2.4629851185828247,-1.0446184158,1.0676074
34,0.7552436249221304,2.4619851185828248,-1.0446182980,1.0676201
35,0.7552436249221304,2.460985118582825,-1.0446181778,1.0676328
